CLAVE,CLAVE_ENT,NOM_ENT,NOM_MUN,SEXO,ANO,POB_TOTAL,POB_00_04,POB_05_09,POB_010_014,POB_015_019,POB_20_24,POB_25_29,POB_30_34,POB_35_39,POB_40_44,POB_45_49,POB_50_54,POB_55_59,POB_60_64,POB_65_69,POB_70_74,POB_75_79,POB_80_84,POB_85_mm,fecha,etiqueta_estado
14101,14,Jalisco,Tonalá,HOMBRES,2037,329380,21635,23037,26339,28382,26752,24049,22343,25323,26559,27475,23269,17859,13229,9679,6013,3830,2045,1562,2037-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2037,321006,20779,21991,25102,26750,25204,22768,21844,22264,25907,26146,23053,18117,14967,10261,6977,4530,2533,1813,2037-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2038,330182,21317,22665,26064,28237,26479,23756,22166,25158,26565,28171,24161,18359,13286,9906,6182,3976,2127,1607,2038-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2038,321382,20471,21626,24836,26619,24938,22467,21612,22113,25945,26677,23580,18458,15138,10528,7176,4698,2633,1867,2038-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2039,330810,21005,22289,25774,28048,26230,23407,22023,24921,26594,28762,25006,18979,13330,10107,6349,4121,2209,1656,2039-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2039,321574,20164,21259,24558,26443,24695,22124,21408,21891,26012,27140,24087,18836,15278,10780,7375,4865,2732,1927,2039-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2040,330251,20633,21873,25371,27713,25898,22954,21777,24539,26604,29210,25794,19635,13338,10221,6480,4243,2275,1693,2040-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2040,320608,19808,20847,24170,26138,24371,21692,21116,21528,26063,27499,24583,19179,15341,10949,7539,5003,2810,1972,2040-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,1990,371980,57329,50176,45686,41977,34904,29845,25944,21674,17813,13688,9642,7066,5452,4128,2915,1980,1097,664,1990-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,1990,384130,55807,48604,44812,42976,38105,33642,28610,22749,17759,13319,9718,7624,6270,5095,3839,2645,1519,1037,1990-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,1991,389578,59338,51896,47100,43832,36945,31657,27479,22982,18640,14651,10444,7549,5760,4317,3049,2053,1161,725,1991-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,1991,402481,57640,50316,46073,44782,40216,35561,30351,24314,18798,14358,10519,8093,6576,5299,4022,2784,1636,1143,1991-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,1992,407569,61208,53626,48651,45519,39067,33500,29077,24366,19556,15660,11318,8073,6076,4520,3198,2136,1229,789,1992-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,1992,421134,59334,52021,47457,46400,42380,37486,32153,25960,19941,15457,11380,8593,6885,5514,4217,2938,1761,1257,1992-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,1993,425774,62868,55335,50353,47048,41219,35376,30720,25799,20593,16704,12256,8641,6396,4732,3355,2228,1296,855,1993-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,1993,439988,60806,53726,48974,47840,44570,39431,33993,27663,21227,16610,12302,9129,7196,5734,4423,3101,1886,1377,1993-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,1994,444152,64271,57038,52186,48478,43338,37278,32381,27257,21804,17767,13273,9264,6718,4953,3519,2332,1368,927,1994-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,1994,459053,62021,55434,50618,49169,46737,41404,35848,29405,22707,17802,13298,9706,7508,5960,4636,3286,2015,1499,1994-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,1995,463561,65518,58870,54164,49948,45379,39263,34163,28852,23268,18876,14380,9987,7089,5220,3701,2444,1434,1005,1995-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,1995,479248,63065,57240,52389,50602,48916,43476,37785,31273,24444,19063,14402,10380,7875,6240,4860,3470,2140,1628,1995-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,1996,473665,64974,59465,54796,50522,46547,40710,35390,29973,24284,19434,15112,10614,7457,5465,3845,2540,1476,1061,1996-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,1996,489111,62471,57703,53043,51062,49902,44739,38929,32450,25624,19789,15201,11004,8226,6476,4997,3576,2205,1714,1996-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,1997,482496,64204,59928,55275,51046,47315,42036,36488,31036,25286,20008,15823,11253,7831,5697,3990,2642,1522,1116,1997-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,1997,497814,61671,58032,53554,51511,50530,45901,39931,33561,26786,20549,15990,11637,8577,6698,5132,3686,2271,1797,1997-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,1998,490805,63397,60266,55685,51663,47768,43237,37508,32066,26279,20675,16532,11925,8233,5926,4143,2754,1574,1174,1998-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,1998,506273,60869,58257,54007,52067,50909,46993,40871,34645,27954,21420,16793,12301,8951,6917,5275,3808,2351,1885,1998-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,1999,498583,62698,60390,56039,52393,47959,44221,38421,33027,27238,21472,17222,12629,8666,6155,4303,2873,1639,1238,1999-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,1999,514464,60168,58298,54425,52693,51106,47952,41748,35668,29097,22440,17594,13001,9351,7135,5428,3936,2445,1979,1999-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2000,507187,62309,60509,56447,53340,48202,45046,39316,33990,28228,22436,17905,13391,9178,6416,4484,2992,1701,1297,2000-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2000,523594,59747,58348,54913,53392,51330,48810,42639,36692,30296,23671,18445,13793,9841,7392,5606,4063,2538,2078,2000-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2001,522182,62844,61334,57872,55162,49196,46171,40740,35384,29538,23594,18579,14198,9835,6793,4721,3107,1762,1352,2001-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2001,539252,60379,59137,56132,54747,52305,50099,44164,38159,31768,25103,19376,14715,10522,7766,5845,4206,2636,2193,2001-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2002,537721,63313,62012,59337,57183,50622,47112,42158,36749,30892,24815,19330,15031,10541,7198,4960,3230,1828,1410,2002-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2002,555353,60963,59795,57408,56169,53528,51208,45734,39618,33290,26617,20409,15684,11251,8165,6089,4363,2744,2318,2002-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2003,553147,63577,62656,60719,59140,52403,47861,43488,38066,32248,26067,20193,15880,11289,7636,5197,3355,1899,1473,2003-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2003,571591,61377,60442,58621,57592,54961,52152,47299,41069,34836,28181,21584,16691,12027,8594,6336,4523,2858,2448,2003-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2004,568213,63646,63362,61917,60890,54450,48485,44662,39318,33577,27322,21212,16732,12089,8112,5437,3490,1972,1540,2004-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2004,587960,61659,61191,59692,58983,56532,52981,48805,42524,36385,29777,22947,17725,12857,9054,6587,4697,2975,2589,2004-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2005,583146,63590,64130,62991,62557,56620,49093,45604,40519,34894,28590,22387,17575,12943,8653,5704,3647,2052,1597,2005-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2005,604660,61880,62038,60701,60425,58153,53816,50200,43990,37898,31371,24476,18773,13769,9591,6867,4899,3096,2717,2005-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2006,590617,62676,63913,63055,63413,57974,49217,45785,41299,35883,29612,23334,18106,13629,9180,5960,3806,2124,1651,2006-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2006,614703,61071,62032,60929,61301,59128,54238,50927,45152,39126,32609,25673,19531,14586,10172,7144,5073,3189,2822,2006-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2007,598661,62076,63636,62927,64330,59485,49754,45768,42034,36810,30644,24322,18702,14334,9740,6230,3963,2198,1708,2007-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2007,624956,60513,61973,60981,62200,60123,54853,51422,46313,40308,33863,26912,20370,15433,10783,7434,5247,3286,2942,2007-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2008,607340,61775,63221,62759,65201,61077,50776,45653,42711,37696,31676,25331,19403,15053,10329,6520,4117,2275,1767,2008-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2008,634749,60121,61714,60952,62978,61051,55578,51650,47387,41429,35095,28157,21316,16296,11423,7741,5414,3383,3064,2008-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2009,616236,61606,62591,62670,65893,62656,52228,45528,43277,38532,32678,26336,20246,15763,10954,6831,4265,2352,1830,2009-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2009,643519,59742,61167,60928,63501,61853,56314,51640,48288,42474,36268,29374,22408,17155,12093,8064,5577,3481,3192,2009-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2010,622497,61181,61594,62456,66143,63864,53577,45177,43410,39187,33579,27278,21153,16383,11572,7177,4428,2441,1897,2010-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2010,649528,59100,60256,60802,63642,62412,56792,51339,48790,43330,37277,30482,23555,17944,12778,8413,5740,3576,3300,2010-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2011,634074,61351,61239,62141,66171,65711,56007,46099,44100,40103,34628,28471,22169,16824,12136,7652,4688,2594,1990,2011-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2011,660171,58919,59850,61067,63970,63701,58129,51863,49417,44341,38404,31580,24580,18630,13565,8994,6041,3734,3386,2011-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2012,644949,61203,60991,61724,65910,67407,58448,47321,44548,40942,35587,29660,23219,17316,12703,8158,4968,2749,2095,2012-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2012,670175,58468,59505,61262,64066,64953,59419,52509,49781,45325,39464,32672,25625,19386,14381,9610,6363,3896,3490,2012-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2013,655147,60729,60874,61137,65539,68873,60810,48897,44809,41670,36467,30837,24283,17891,13267,8685,5268,2907,2204,2013-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2013,679551,57765,59261,61287,64089,66070,60647,53284,49921,46243,40476,33747,26673,20249,15218,10260,6706,4059,3596,2013-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2014,664704,60040,60810,60362,65209,70033,63042,50799,44987,42240,37261,31968,25339,18592,13817,9242,5589,3061,2313,2014-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2014,688162,56871,59057,61119,64163,66941,61797,54132,49894,47032,41437,34773,27699,21255,16062,10947,7067,4215,3701,2014-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2015,673187,59142,60595,59378,64856,70696,65036,52875,45173,42509,37919,33096,26488,19490,14397,9866,5977,3245,2449,2015-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2015,695919,55730,58597,60594,64207,67480,62821,54916,49854,47701,42428,35851,28802,22451,16954,11749,7529,4417,3838,2015-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2016,686879,58571,60834,59428,65274,71167,66987,55258,45972,43224,39061,34277,27741,20692,15140,10631,6501,3494,2627,2016-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2016,710539,55476,58635,59891,64286,67965,64433,56726,50978,48895,43924,37493,30480,23912,17856,12625,8121,4725,4118,2016-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2017,700356,57943,60850,59614,65626,71355,68837,57690,47088,43718,40156,35393,29017,21962,15968,11443,7081,3774,2841,2017-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2017,725214,55179,58505,59273,64337,68261,66073,58562,52272,49871,45432,39128,32233,25462,18855,13546,8758,5056,4411,2017-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2018,713893,57394,60661,59945,65825,71464,70531,60107,48590,44054,41171,36458,30303,23290,16921,12303,7714,4086,3076,2018-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2018,740126,54940,58218,58778,64244,68545,67670,60424,53758,50652,46919,40764,34040,27079,19994,14511,9440,5419,4731,2018-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2019,727318,56967,60324,60348,65805,71633,71955,62450,50446,44330,42064,37467,31564,24640,18026,13182,8390,4418,3309,2019-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2019,755202,54839,57813,58330,63950,68929,69114,62317,55396,51309,48321,42400,35877,28745,21314,15501,10171,5809,5067,2019-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2020,739149,56584,59912,60699,65600,71826,72925,64585,52495,44654,42718,38322,32637,25846,19141,13949,9013,4727,3516,2020-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2020,768753,54762,57380,57907,63437,69318,70221,64127,56998,51842,49440,43905,37559,30314,22693,16396,10870,6198,5386,2020-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2021,750101,56496,59133,60868,65653,73830,74391,65651,52761,45357,43126,39499,34218,28177,19699,14038,8955,4729,3520,2021-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2021,772831,53704,56817,57858,63127,67994,68935,64785,58889,51682,50442,45401,38642,30325,23890,16814,11402,6508,5616,2021-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2022,758425,55983,58437,60808,65768,74152,74336,66741,54221,45990,43457,40724,35556,29476,20607,14368,9223,4918,3660,2022-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2022,781389,53176,56133,57702,63086,68282,68817,65375,59604,52161,51261,47048,40199,31719,25081,17334,11779,6779,5853,2022-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2023,768280,55415,57815,60560,66118,74335,74254,67704,55655,47047,43758,42044,37076,31024,21751,14969,9640,5209,3906,2023-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2023,791018,52602,55503,57401,63199,68424,68700,65892,60289,52835,51979,48785,41912,33295,26462,18097,12302,7138,6203,2023-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2024,778074,54777,57254,60203,66609,74330,74259,68394,56942,48423,44031,43292,38618,32620,22923,15683,10036,5510,4170,2024-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2024,800641,51968,54941,57013,63424,68375,68695,66243,60922,53624,52608,50502,43668,34907,27872,18979,12818,7508,6574,2024-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2025,787687,54103,56718,59774,67098,74222,74385,68733,58091,50020,44393,44410,40187,34233,24128,16512,10414,5813,4453,2025-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2025,810219,51322,54387,56571,63654,68204,68827,66347,61537,54473,53244,52135,45492,36536,29313,19993,13327,7882,6975,2025-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2026,797058,53383,56245,59286,67452,74177,74543,68689,59129,51715,44972,45337,41793,35858,25391,17423,10796,6114,4755,2026-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2026,819734,50646,53880,56071,63801,68044,69006,66186,62179,55325,53981,53611,47407,38183,30809,21095,13847,8259,7404,2026-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2027,806149,52670,55805,58767,67583,74345,74602,68353,60019,53385,45861,46059,43411,37503,26711,18379,11212,6409,5075,2027-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2027,829190,49962,53433,55556,63776,68016,69112,65838,62793,56131,54896,54890,49394,39870,32368,22242,14414,8639,7860,2027-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2028,814981,51968,55281,58292,67491,74758,74481,67914,60696,54943,47101,46634,44998,39176,28080,19369,11687,6698,5414,2028-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2028,838600,49288,52914,55097,63603,68157,69050,65458,63308,56882,55985,56012,51419,41605,33981,23423,15056,9028,8334,2028-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2029,823615,51242,54682,57885,67257,75320,74159,67533,61109,56347,48662,47174,46509,40875,29486,20379,12251,6976,5769,2029-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2029,847972,48599,52330,54697,63323,68426,68790,65169,63648,57582,57216,57046,53443,43394,35635,24625,15799,9412,8838,2029-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2030,832112,50516,54038,57501,66940,75881,73740,67265,61204,57628,50462,47815,47893,42612,30912,21417,12906,7238,6144,2030-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2030,857332,47897,51738,54311,62983,68708,68405,65001,63747,58282,58533,58098,55396,45266,37313,25854,16649,9787,9364,2030-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2031,840515,49800,53352,57174,66557,76289,73404,67038,60976,58828,52394,48700,49086,44401,32349,22505,13626,7503,6533,2031-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2031,866686,47208,51111,53987,62586,68901,68029,64875,63587,59012,59869,59279,57199,47233,39011,27129,17580,10173,9917,2031-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2032,848932,49103,52669,56901,66145,76448,73303,66757,60531,59919,54344,49953,50082,46215,33812,23646,14380,7794,6930,2032-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2032,876043,46537,50481,53705,62175,68926,67785,64682,63248,59731,61175,60664,58810,49283,40754,28459,18543,10596,10489,2032-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2033,857389,48418,52013,56542,65791,76366,73466,66348,60030,60837,56227,51626,50938,48021,35308,24832,15164,8128,7334,2033-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2033,885418,45875,49857,53374,61830,68791,67713,64328,62876,60364,62439,62264,60260,51381,42546,29830,19536,11071,11083,2033-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2034,865940,47746,51341,56105,65520,76131,73796,65791,59621,61530,58005,53687,51777,49765,36836,26055,15966,8523,7745,2034-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2034,894839,45227,49219,52974,61552,68545,67763,63790,62596,60845,63670,64042,61630,53484,44396,31239,20548,11624,11695,2034-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2035,874641,47094,50672,55635,65273,75812,74137,65180,59345,61945,59697,56067,52747,51393,38405,27297,16798,8983,8161,2035-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2035,904276,44582,48574,52549,61288,68234,67821,63139,62431,61108,64910,65938,63028,55526,46327,32665,21585,12255,12316,2035-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2036,883488,46460,50016,55121,65127,75429,74338,64659,59131,62061,61348,58637,54011,52832,40029,28551,17668,9483,8587,2036-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2036,913784,43965,47931,52102,61105,67863,67783,62495,62307,61132,66204,67879,64572,57425,48356,34104,22661,12935,12965,2036-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2037,892480,45848,49373,54620,65030,75005,74295,64348,58885,61967,62921,61273,55702,54070,41683,29828,18583,10009,9040,2037-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2037,923314,43360,47304,51644,60966,67466,67579,61974,62113,60988,67503,69812,66351,59137,50467,35575,23779,13642,13654,2037-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2038,901537,45249,48749,54132,64843,74653,74007,64257,58520,61815,64331,63868,57871,55163,43329,31134,19538,10552,9526,2038-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2038,932886,42772,46683,51195,60773,67135,67208,61608,61770,60819,68722,71716,68378,60691,52624,37089,24936,14364,14403,2038-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2039,910674,44658,48130,53638,64576,74391,73552,64285,58014,61737,65513,66370,60494,56237,44922,32468,20517,11109,10063,2039-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2039,942485,42197,46070,50723,60491,66887,66730,61344,61248,60744,69782,73603,70616,62176,54786,38646,26121,15099,15222,2039-01-01,Jalisco
14120,14,Jalisco,Zapopan,HOMBRES,2040,922168,44324,47740,53292,64403,74302,73140,64359,57466,61818,66502,69021,63772,57699,46553,33908,21546,11680,10643,2040-01-01,Jalisco
14120,14,Jalisco,Zapopan,MUJERES,2040,954506,41868,45674,50405,60330,66789,66313,61166,60648,60831,70715,75770,73313,63958,57059,40357,27355,15847,16108,2040-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,1990,20656,3447,3010,2860,2427,1709,1247,1015,855,775,725,628,514,418,355,284,197,113,77,1990-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,1990,21723,3563,2915,2892,2611,1995,1501,1126,899,826,752,631,521,425,359,294,209,121,83,1990-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,1991,21644,3597,3127,2949,2513,1802,1345,1101,922,810,756,658,541,443,370,295,208,123,84,1991-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,1991,22799,3700,3045,2976,2723,2116,1607,1224,975,859,786,667,552,453,375,303,216,130,92,1991-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,1992,22658,3739,3245,3048,2586,1899,1449,1193,995,850,787,690,570,469,385,307,221,133,92,1992-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,1992,23893,3830,3177,3065,2823,2241,1715,1330,1056,895,820,705,585,482,392,313,224,138,102,1992-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,1993,23680,3870,3362,3155,2649,1995,1556,1290,1071,895,817,723,602,494,401,320,235,145,100,1993-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,1993,25008,3947,3312,3164,2913,2369,1827,1442,1141,936,854,745,620,511,410,323,233,148,113,1993-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,1994,24720,3987,3480,3269,2705,2090,1668,1393,1151,948,847,757,637,521,418,333,250,157,109,1994-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,1994,26131,4047,3446,3270,2995,2496,1942,1559,1231,984,888,787,658,542,428,334,243,157,124,1994-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,1995,25826,4096,3606,3396,2763,2180,1790,1508,1241,1011,874,792,677,551,438,348,267,169,119,1995-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,1995,27332,4136,3589,3386,3086,2625,2069,1689,1331,1041,919,830,703,578,450,345,253,166,136,1995-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,1996,26041,4034,3604,3410,2762,2194,1833,1569,1293,1048,886,803,689,563,449,349,264,168,123,1996-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,1996,27579,4048,3597,3401,3077,2662,2133,1743,1385,1083,926,843,718,589,461,349,256,168,140,1996-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,1997,26184,3958,3593,3416,2759,2187,1870,1624,1343,1085,897,812,700,574,459,350,262,168,127,1997-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,1997,27754,3947,3598,3406,3065,2678,2193,1791,1436,1125,933,853,733,599,471,353,260,170,143,1997-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,1998,26293,3882,3574,3417,2760,2165,1900,1676,1392,1120,912,819,711,585,468,351,261,169,131,1998-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,1998,27903,3845,3590,3408,3061,2681,2250,1836,1486,1165,943,861,747,610,480,357,264,173,146,1998-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,1999,26365,3813,3542,3415,2765,2130,1918,1723,1438,1154,931,823,722,598,476,353,259,170,135,1999-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,1999,28030,3753,3570,3405,3057,2674,2300,1878,1534,1204,958,868,762,622,488,362,268,177,150,1999-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2000,26452,3758,3509,3412,2779,2097,1928,1770,1485,1188,956,823,730,613,485,355,256,170,138,2000-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2000,28179,3677,3550,3403,3058,2666,2344,1921,1582,1245,978,871,776,636,499,368,272,180,153,2000-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2001,26722,3739,3509,3421,2817,2091,1927,1804,1537,1237,991,832,740,627,502,372,263,171,142,2001-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2001,28480,3637,3526,3419,3090,2669,2371,1972,1635,1305,1022,874,789,660,517,381,274,180,159,2001-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2002,26997,3718,3499,3431,2859,2102,1918,1836,1588,1288,1028,842,750,641,520,389,270,173,145,2002-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2002,28785,3593,3497,3436,3123,2683,2389,2023,1687,1368,1067,879,803,683,536,395,277,180,166,2002-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2003,27241,3682,3487,3437,2895,2126,1900,1862,1636,1338,1064,857,758,655,539,406,277,174,148,2003-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2003,29076,3540,3466,3448,3154,2707,2397,2073,1739,1431,1113,888,815,708,556,409,280,180,172,2003-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2004,27450,3636,3478,3428,2920,2159,1877,1881,1680,1387,1100,876,764,669,559,423,285,176,152,2004-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2004,29361,3482,3440,3451,3185,2736,2400,2119,1789,1495,1158,902,825,734,579,423,283,181,179,2004-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2005,27597,3579,3468,3407,2934,2191,1850,1886,1722,1435,1134,897,763,680,582,443,294,177,155,2005-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2005,29591,3415,3413,3444,3209,2762,2398,2157,1839,1557,1200,915,829,758,604,439,287,180,185,2005-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2006,28381,3594,3506,3453,3029,2309,1898,1929,1793,1514,1200,947,790,706,602,460,310,182,159,2006-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2006,30340,3449,3449,3474,3273,2831,2440,2227,1920,1629,1275,975,851,779,627,459,306,187,189,2006-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2007,29212,3627,3546,3486,3132,2437,1963,1964,1866,1593,1269,999,820,732,622,479,327,187,163,2007-01-01,Jalisco
