CLAVE,CLAVE_ENT,NOM_ENT,NOM_MUN,SEXO,ANO,POB_TOTAL,POB_00_04,POB_05_09,POB_010_014,POB_015_019,POB_20_24,POB_25_29,POB_30_34,POB_35_39,POB_40_44,POB_45_49,POB_50_54,POB_55_59,POB_60_64,POB_65_69,POB_70_74,POB_75_79,POB_80_84,POB_85_mm,fecha,etiqueta_estado
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2018,344239,32007,32554,32560,33393,33252,31713,27470,23132,21746,19833,16421,12912,9619,6807,4787,3014,1690,1329,2018-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2018,348864,30390,31350,31428,32165,31344,29787,27543,25672,24360,21563,17662,13997,10567,7614,5673,3784,2156,1809,2018-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2019,345655,31158,31739,32268,33117,33167,31949,27939,23481,21552,20277,17045,13457,10057,7121,5015,3198,1758,1357,2019-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2019,351492,30052,30533,30988,31953,31518,30184,27775,25870,24522,22283,18282,14551,11100,8014,5872,3901,2219,1875,2019-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2020,345915,30314,30887,31907,32692,33041,31941,28250,23867,21358,20618,17626,13921,10421,7414,5164,3328,1802,1364,2020-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2020,352954,29700,29707,30523,31568,31645,30393,27912,26004,24597,22888,18862,15022,11578,8412,5992,3964,2263,1924,2020-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2021,349975,30414,30531,31530,32838,33483,31874,28626,24981,22021,20954,18066,14296,10864,7731,5205,3340,1828,1393,2021-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2021,354791,29087,29476,30959,31111,31241,30508,28618,26293,24444,23206,19419,15516,11849,8619,6063,4093,2335,1954,2021-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2022,353253,30184,30219,31480,32796,33479,31826,29240,25880,22429,21116,18549,14739,11257,8019,5291,3418,1895,1436,2022-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2022,358000,28852,29165,30878,30999,31245,30440,29070,26816,24819,23570,20004,16017,12288,8971,6209,4214,2424,2019,2022-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2023,357130,29924,29938,31336,32872,33412,31768,29803,26779,23046,21261,19072,15250,11736,8391,5475,3552,1997,1518,2023-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2023,361563,28591,28888,30722,30964,31179,30368,29492,27333,25290,23888,20617,16571,12789,9382,6438,4386,2543,2122,2023-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2024,360851,29616,29685,31122,33007,33251,31742,30245,27613,23817,21385,19550,15755,12219,8763,5697,3674,2104,1606,2024-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2024,364948,28289,28629,30509,30974,31017,30337,29833,27825,25813,24157,21209,17126,13289,9793,6704,4552,2664,2228,2024-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2025,364360,29280,29434,30865,33129,33040,31759,30526,28384,24697,21546,19961,16257,12696,9139,5953,3789,2208,1697,2025-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2025,368147,27966,28369,30255,30978,30789,30355,30057,28309,26362,24422,21754,17694,13781,10204,7011,4714,2784,2343,2025-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2026,367624,28909,29208,30572,33175,32848,31783,30629,29103,25626,21804,20275,16762,13163,9527,6233,3902,2310,1795,2026-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2026,371142,27620,28128,29964,30930,30559,30384,30151,28802,26911,24725,22219,18280,14264,10622,7340,4877,2904,2462,2026-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2027,370619,28533,28987,30256,33101,32743,31757,30597,29751,26541,22206,20489,17257,13623,9925,6524,4023,2410,1896,2027-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2027,373953,27266,27906,29656,30796,30380,30372,30149,29282,27435,25099,22590,18878,14749,11051,7679,5052,3023,2590,2027-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2028,373344,28158,28718,29958,32910,32738,31646,30508,30292,27400,22767,20628,17724,14079,10328,6819,4164,2503,2004,2028-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2028,376560,26904,27641,29368,30581,30270,30275,30123,29713,27929,25545,22886,19474,15234,11484,8021,5252,3143,2717,2028-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2029,375822,27763,28400,29687,32640,32790,31443,30439,30697,28182,23474,20744,18147,14528,10734,7114,4334,2593,2113,2029-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2029,378971,26528,27335,29104,30308,30205,30085,30127,30058,28393,26045,23135,20052,15724,11918,8362,5481,3259,2852,2029-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2030,378061,27357,28053,29418,32325,32829,31193,30413,30940,28897,24284,20895,18507,14978,11134,7410,4530,2673,2225,2030-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2030,381211,26140,27014,28843,30003,30139,29830,30180,30287,28854,26574,23380,20585,16227,12348,8704,5744,3371,2988,2030-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2031,380094,26950,27678,29176,31969,32793,30970,30398,31012,29568,25146,21141,18780,15429,11526,7717,4745,2754,2342,2031-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2031,383258,25751,26670,28605,29665,30025,29574,30242,30385,29325,27099,23664,21045,16745,12769,9051,6030,3482,3131,2031-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2032,381954,26548,27296,28954,31594,32641,30839,30350,30964,30180,26005,21535,18966,15872,11913,8034,4966,2841,2456,2032-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2032,385125,25368,26316,28383,29313,29830,29368,30263,30389,29786,27601,24016,21419,17275,13191,9407,6321,3605,3274,2032-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2033,383655,26146,26922,28680,31244,32379,30812,30235,30877,30699,26820,22092,19090,16295,12300,8357,5193,2943,2571,2033-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2033,386800,24980,25963,28128,28985,29559,29230,30199,30369,30199,28075,24435,21718,17801,13613,9767,6617,3742,3420,2033-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2034,385221,25749,26533,28362,30925,32048,30848,30047,30828,31100,27573,22796,19197,16682,12684,8682,5421,3063,2683,2034-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2034,388296,24595,25593,27829,28690,29235,29136,30040,30384,30530,28523,24906,21974,18309,14041,10128,6912,3904,3567,2034-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2035,386666,25351,26145,28025,30612,31674,30879,29825,30839,31352,28272,23613,19342,17014,13066,9005,5653,3205,2794,2035-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2035,389596,24206,25213,27516,28396,28878,29039,29816,30446,30743,28966,25404,22226,18776,14478,10484,7210,4088,3711,2035-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2036,387982,24962,25750,27658,30341,31270,30841,29637,30872,31446,28938,24485,19582,17270,13455,9322,5892,3357,2904,2036-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2036,390717,23826,24833,27177,28132,28493,28893,29586,30520,30828,29421,25901,22514,19176,14928,10835,7513,4282,3859,2036-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2037,389159,24576,25359,27294,30083,30843,30695,29538,30877,31424,29554,25361,19961,17446,13837,9636,6140,3515,3020,2037-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2037,391638,23449,24451,26832,27882,28092,28668,29405,30552,30819,29867,26373,22866,19495,15385,11183,7824,4483,4012,2037-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2038,390159,24192,24975,26930,29783,30444,30438,29530,30811,31364,30081,26195,20490,17564,14203,9948,6393,3675,3143,2038-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2038,392373,23074,24071,26484,27600,27717,28367,29288,30499,30788,30265,26819,23283,19746,15840,11531,8139,4683,4179,2038-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2039,390963,23809,24584,26554,29435,30075,30108,29571,30660,31334,30487,26968,21157,17666,14534,10260,6648,3835,3278,2039-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2039,392913,22702,23687,26119,27277,27372,28014,29210,30351,30796,30581,27239,23751,19960,16277,11882,8455,4882,4358,2039-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,HOMBRES,2040,390795,23412,24168,26130,29020,29671,29667,29503,30387,31299,30690,27638,21883,17756,14772,10537,6880,3980,3402,2040-01-01,Jalisco
14098,14,Jalisco,San Pedro Tlaquepaque,MUJERES,2040,392481,22322,23277,25705,26904,26990,27571,29043,30063,30804,30730,27610,24194,20114,16625,12203,8740,5061,4525,2040-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,1990,93889,15567,13419,11585,10067,8902,8285,6899,5106,3792,2877,2110,1623,1275,924,626,424,242,166,1990-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,1990,87484,14833,13050,11379,9693,8090,7285,6062,4392,3192,2441,1908,1539,1199,905,649,424,250,193,1990-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,1991,101608,16823,14519,12441,10866,9609,8976,7589,5667,4118,3115,2269,1719,1348,985,674,451,258,181,1991-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,1991,95382,16031,14064,12154,10480,8914,8103,6805,4964,3529,2683,2077,1655,1295,979,704,460,273,212,1991-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,1992,109832,18123,15700,13385,11665,10362,9698,8340,6290,4483,3367,2440,1822,1425,1050,729,480,277,196,1992-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,1992,103860,17273,15140,13002,11274,9805,8989,7629,5605,3909,2945,2259,1780,1397,1059,765,501,296,232,1992-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,1993,118536,19443,16951,14429,12470,11148,10455,9149,6971,4899,3634,2623,1934,1501,1120,788,513,296,212,1993-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,1993,112933,18529,16281,13943,12066,10767,9949,8537,6317,4346,3227,2457,1916,1504,1145,831,545,321,252,1993-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,1994,127727,20761,18286,15580,13291,11952,11246,10014,7710,5384,3909,2819,2056,1578,1196,852,549,315,229,1994-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,1994,122635,19782,17493,14973,12875,11790,10996,9531,7102,4856,3526,2671,2065,1617,1238,902,596,348,274,1994-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,1995,139364,22373,19991,17054,14339,12919,12236,11112,8661,6039,4246,3061,2224,1689,1301,934,596,338,251,1995-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,1995,134902,21308,19038,16303,13930,13047,12308,10777,8102,5533,3892,2939,2263,1771,1366,991,657,378,299,1995-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,1996,146603,22830,20805,17841,14948,13620,13038,11887,9364,6594,4562,3317,2404,1791,1371,982,629,352,268,1996-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,1996,141725,21806,19841,17068,14538,13686,12987,11461,8755,6047,4176,3156,2421,1881,1450,1040,692,399,321,1996-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,1997,153743,23214,21600,18610,15565,14232,13835,12655,10091,7184,4903,3580,2593,1896,1439,1031,664,366,285,1997-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,1997,148490,22239,20631,17823,15167,14253,13664,12136,9430,6592,4483,3379,2581,1992,1535,1092,728,421,344,1997-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,1998,161020,23593,22383,19387,16234,14771,14625,13434,10852,7811,5290,3856,2796,2009,1507,1083,703,383,303,1998-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,1998,155445,22674,21414,18587,15856,14769,14345,12824,10139,7174,4832,3612,2752,2113,1624,1147,767,448,368,1998-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,1999,168414,24011,23114,20174,16965,15245,15375,14213,11635,8472,5737,4141,3013,2131,1577,1139,745,404,323,1999-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,1999,162603,23161,22159,19373,16598,15250,15015,13524,10873,7787,5231,3852,2934,2243,1715,1206,810,477,395,1999-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2000,177277,24678,23978,21118,17885,15832,16180,15098,12535,9249,6301,4458,3257,2282,1662,1206,790,426,342,2000-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2000,171181,23877,23043,20315,17482,15833,15755,14334,11716,8511,5741,4126,3147,2407,1826,1278,857,509,424,2000-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2001,184112,25061,24399,21820,18774,16391,16692,15685,13190,9919,6848,4756,3494,2450,1751,1258,821,447,356,2001-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2001,177519,24296,23477,21023,18210,16300,16162,14817,12310,9163,6282,4423,3369,2551,1913,1348,898,531,446,2001-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2002,191234,25419,24759,22550,19751,17106,17143,16273,13845,10632,7444,5089,3742,2632,1846,1309,854,471,369,2002-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2002,184083,24703,23861,21769,18978,16851,16511,15315,12912,9858,6871,4754,3603,2706,2005,1419,943,555,469,2002-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2003,198435,25699,25111,23258,20733,17959,17528,16831,14495,11375,8082,5467,4001,2823,1947,1359,888,496,383,2003-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2003,190776,25042,24244,22501,19769,17478,16808,15810,13524,10590,7505,5129,3847,2869,2104,1494,988,580,494,2003-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2004,205617,25899,25489,23902,21663,18922,17870,17330,15134,12138,8756,5905,4266,3029,2058,1409,925,523,399,2004-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2004,197603,25329,24670,23196,20565,18158,17067,16285,14149,11358,8181,5563,4099,3042,2208,1570,1038,605,520,2004-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2005,213110,26069,25920,24523,22603,19963,18224,17757,15778,12962,9518,6437,4536,3243,2182,1463,968,553,411,2005-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2005,204877,25615,25166,23890,21415,18877,17345,16735,14801,12176,8936,6080,4359,3226,2329,1656,1096,632,543,2005-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2006,219662,26284,26377,25004,23286,20761,18601,18184,16359,13583,10128,6937,4813,3465,2330,1538,1011,572,429,2006-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2006,212007,25835,25689,24424,22127,19601,17893,17335,15455,12820,9566,6598,4641,3438,2466,1733,1154,663,569,2006-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2007,226589,26625,26814,25418,24012,21638,19140,18543,16937,14199,10770,7477,5121,3698,2487,1616,1054,593,447,2007-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2007,219400,26157,26203,24899,22868,20354,18518,17874,16128,13469,10231,7156,4954,3660,2610,1813,1212,695,599,2007-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2008,233940,27101,27203,25824,24736,22567,19881,18865,17507,14818,11439,8053,5472,3941,2654,1702,1098,613,466,2008-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2008,226821,26557,26639,25352,23584,21109,19195,18332,16789,14118,10918,7745,5307,3888,2761,1898,1271,729,629,2008-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2009,241556,27641,27500,26273,25414,23516,20808,19187,18044,15435,12125,8657,5881,4189,2832,1794,1139,634,487,2009-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2009,234049,26969,26961,25815,24223,21839,19895,18712,17405,14761,11620,8360,5710,4118,2917,1988,1331,764,661,2009-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2010,248855,28129,27692,26731,25989,24406,21770,19458,18455,16034,12843,9314,6354,4423,3007,1896,1186,659,509,2010-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2010,240955,27312,27169,26299,24785,22557,20567,19032,17932,15393,12339,9017,6166,4339,3077,2087,1394,801,689,2010-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2011,253898,28584,27831,27066,26376,25059,22329,19412,18499,16469,13432,9810,6722,4616,3177,2019,1267,701,529,2011-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2011,248559,27828,27319,26924,25359,23345,21373,19563,18492,16011,12911,9569,6669,4650,3315,2231,1464,848,688,2011-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2012,258629,28892,28023,27367,26651,25655,22862,19474,18434,16876,14001,10314,7105,4828,3348,2150,1353,743,553,2012-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2012,256108,28230,27497,27535,25851,24142,22192,20154,18967,16638,13477,10144,7207,4995,3567,2384,1540,898,690,2012-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2013,263075,29057,28280,27597,26887,26162,23336,19661,18288,17242,14557,10823,7498,5068,3521,2287,1448,787,576,2013-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2013,263611,28511,27726,28084,26332,24910,23017,20815,19368,17259,14046,10738,7778,5387,3832,2546,1621,949,692,2013-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2014,267226,29117,28566,27742,27146,26552,23735,19954,18106,17546,15092,11325,7893,5349,3693,2431,1549,831,599,2014-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2014,270997,28698,27979,28556,26841,25605,23841,21528,19711,17849,14612,11339,8376,5840,4105,2717,1706,1000,694,2014-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2015,271089,29080,28808,27798,27416,26779,24028,20299,17940,17746,15615,11859,8347,5719,3880,2591,1672,884,628,2015-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2015,278484,28767,28136,28879,27372,26220,24685,22285,20084,18433,15233,12013,9072,6403,4409,2914,1815,1064,700,2015-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2016,274834,28512,28867,27867,27677,26959,24547,20965,18085,17793,15862,12349,8923,6190,4130,2767,1759,924,658,2016-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2016,281520,27947,28033,28530,27480,26357,24961,22621,20292,18807,15820,12647,9645,6839,4626,3089,1930,1127,769,2016-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2017,278438,27927,28824,28002,27914,27030,25017,21627,18351,17745,16079,12819,9527,6698,4410,2953,1854,967,694,2017-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2017,284496,27127,27852,28221,27571,26420,25235,22948,20558,19091,16416,13287,10249,7302,4866,3269,2051,1191,842,2017-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2018,281989,27380,28678,28205,28085,27072,25418,22262,18757,17629,16253,13276,10156,7240,4729,3146,1955,1016,732,2018-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2018,287501,26359,27600,27969,27603,26477,25477,23265,20890,19298,17005,13936,10876,7788,5140,3452,2179,1263,924,2018-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2019,285432,26900,28462,28438,28158,27133,25713,22849,19287,17486,16365,13714,10797,7805,5097,3341,2058,1064,765,2019-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2019,290472,25673,27290,27737,27544,26570,25648,23573,21267,19452,17564,14590,11516,8288,5458,3637,2313,1338,1014,2019-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2020,288003,26445,28164,28583,28097,27159,25805,23309,19852,17339,16359,14107,11421,8367,5485,3496,2129,1099,787,2020-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2020,292591,25015,26919,27460,27335,26620,25655,23797,21591,19529,18001,15216,12141,8790,5800,3785,2424,1407,1106,2020-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2021,295387,26065,27844,28722,28382,27604,26346,24343,21811,17949,17204,15104,12295,8481,5612,3440,2173,1150,862,2021-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2021,290438,25047,26687,27561,27100,26395,25017,23355,20625,19438,17948,15214,12019,9212,6017,3896,2456,1406,1045,2021-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2022,298289,25915,27557,28788,28503,27682,26219,24682,22504,18313,17470,15597,12710,8773,5809,3484,2218,1185,880,2022-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2022,293239,24892,26400,27576,27177,26510,24918,23592,20935,19818,18385,15788,12425,9547,6246,3983,2524,1455,1068,2022-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2023,301672,25742,27301,28770,28726,27715,26089,24977,23195,18857,17730,16130,13187,9133,6066,3593,2299,1243,919,2023-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2023,296311,24718,26142,27529,27322,26568,24821,23804,21240,20280,18794,16394,12874,9931,6516,4124,2622,1521,1111,2023-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2024,304926,25529,27074,28686,29007,27672,25985,25166,23825,19529,17976,16634,13662,9494,6323,3726,2373,1302,963,2024-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2024,299231,24507,25903,27428,27509,26543,24755,23948,21525,20783,19166,16992,13326,10314,6784,4288,2717,1588,1155,2024-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2025,307990,25289,26844,28563,29282,27586,25918,25219,24397,20295,18256,17085,14137,9849,6581,3881,2441,1361,1006,2025-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2025,301984,24278,25667,27289,27691,26459,24729,23996,21800,21310,19538,17556,13789,10692,7050,4477,2808,1654,1201,2025-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2026,310834,25018,26639,28402,29487,27517,25855,25124,24922,21106,18624,17460,14614,10195,6845,4049,2508,1417,1052,2026-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2026,304558,24029,25444,27117,27825,26370,24710,23938,22081,21839,19944,18063,14267,11061,7320,4681,2900,1719,1250,2026-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2027,313441,24738,26437,28214,29587,27520,25753,24919,25381,21911,19118,17752,15087,10534,7117,4224,2579,1471,1099,2027-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2027,306951,23766,25237,26927,27879,26322,24657,23803,22349,22348,20410,18500,14757,11430,7595,4889,2999,1783,1300,2027-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2028,315822,24458,26191,28045,29581,27608,25580,24670,25747,22674,19757,17982,15537,10869,7390,4400,2663,1521,1149,2028-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2028,309158,23499,24990,26751,27857,26331,24533,23648,22578,22834,20937,18876,15248,11799,7872,5098,3111,1846,1350,2028-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2029,317978,24159,25896,27894,29505,27743,25334,24437,25994,23378,20531,18191,15951,11197,7663,4575,2764,1568,1198,2029-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2029,311190,23214,24708,26598,27778,26377,24334,23518,22740,23297,21513,19217,15725,12170,8147,5305,3240,1907,1402,2029-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2030,319924,23846,25575,27741,29383,27868,25050,24241,26101,24030,21405,18433,16309,11524,7931,4749,2882,1609,1247,2030-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2030,313054,22919,24409,26442,27667,26419,24081,23422,22811,23757,22116,19554,16168,12552,8416,5513,3388,1965,1455,2030-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2031,321685,23531,25227,27612,29219,27928,24789,24053,26063,24647,22337,18761,16593,11849,8190,4927,3011,1650,1298,2031-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2031,314740,22618,24090,26306,27521,26416,23825,23331,22782,24226,22724,19927,16555,12942,8678,5721,3548,2022,1508,2031-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2032,323291,23218,24873,27495,29034,27888,24600,23840,25922,25217,23279,19221,16798,12166,8445,5111,3143,1694,1347,2032-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2032,316243,22317,23758,26182,27352,26338,23609,23207,22682,24686,23316,20356,16873,13339,8939,5934,3711,2084,1560,2032-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2033,324742,22901,24519,27329,28866,27751,24494,23574,25749,25713,24192,19830,16948,12466,8697,5297,3278,1746,1392,2033-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2033,317577,22013,23425,26024,27205,26188,23446,23017,22563,25106,23890,20846,17134,13732,9197,6149,3875,2154,1613,2033-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2034,326074,22584,24152,27116,28724,27552,24436,23254,25605,26110,25061,20578,17081,12736,8946,5482,3412,1808,1437,2034-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2034,318718,21705,23076,25821,27079,25987,23316,22754,22468,25456,24447,21382,17359,14110,9457,6363,4037,2237,1664,2034-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2035,327298,22265,23783,26881,28585,27312,24373,22909,25510,26382,25892,21433,17246,12961,9191,5664,3548,1884,1479,2035-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2035,319668,21394,22717,25603,26952,25753,23182,22441,22407,25707,25004,21943,17578,14452,9720,6572,4199,2331,1713,2035-01-01,Jalisco
14101,14,Jalisco,Tonalá,HOMBRES,2036,328400,21951,23409,26612,28476,27043,24253,22591,25429,26520,26702,22346,17492,13127,9439,5840,3687,1963,1520,2036-01-01,Jalisco
14101,14,Jalisco,Tonalá,MUJERES,2036,320429,21085,22353,25357,26843,25488,23007,22125,22352,25848,25577,22506,17824,14742,9989,6776,4363,2432,1762,2036-01-01,Jalisco
